id,drop,IS_medium_order,IS_shape_order,IS_site,age_yr,age4g,female,adult,child,QC_med_order,QC_today_mm,QC_dob_mm,QC_today_yy,QC_dob_yy,QC_sex,QC_site,QC_order,QC_friend1,QC_friend2,QC_friend3,QC_med1_TS,QC_med1_PM,QC_med1_TF,QC_shape_order1,QC_trainL1,QC_trainR1,QC_test1L1,QC_test1R1,QC_test2L1,QC_train2R1,QC_test3L1,QC_test3R1,QC_test4L1,QC_train4R1,QC_test5L1,QC_test5R1,QC_test6L1,QC_train6R1,QC_personL1,QC_personR1,QC_train1_note1,QC_test1_note1,QC_test2_note1,QC_test3_note1,QC_test4_note1,QC_test5_note1,QC_test6_note1,QC_person_note1,QC_med2_PM,QC_med2_TS,QC_med2_TF,QC_shape_order2,QC_trainL2,QC_trainR2,QC_test1L2,QC_test1R2,QC_test2L2,QC_train2R2,QC_test3L2,QC_test3R2,QC_test4L2,QC_train4R2,QC_test5L2,QC_test5R2,QC_test6L2,QC_train6R2,QC_personL2,QC_personR2,QC_train1_note2,QC_test1_note2,QC_test2_note2,QC_test3_note2,QC_test4_note2,QC_test5_note2,QC_test6_note2,QC_person_note2,QC_med3_TS,QC_med3_PM,QC_med3_TF,QC_shape_order3,QC_trainL3,QC_trainR3,QC_test1L3,QC_test1R3,QC_test2L3,QC_train2R3,QC_test3L3,QC_test3R3,QC_test4L3,QC_train4R3,QC_test5L3,QC_test5R3,QC_test6L3,QC_train6R3,QC_personL3,QC_personR3,QC_train1_note3,QC_test1_note3,QC_test2_note3,QC_test3_note3,QC_test4_note3,QC_test5_note3,QC_test6_note3,QC_person_note3,QC_fold_note1,QC_fold_note2,QC_fold_note3,QC_fold_note4,QC_grip1L,QC_grip1R,QC_grip2L,QC_grip2R,QC_grip3L,QC_grip3R,QC_grip_note,QC_pinch1L,QC_pinch1R,QC_pinch2L,QC_pinch2R,QC_pinch3L,QC_pinch3R,QC_pinch_note,QC_catch1L,QC_catch1R,QC_catch2L,QC_catch2R,QC_catch3L,QC_catch3R,QC_throw1L,QC_throw1R,QC_throw2L,QC_throw2R,QC_throw3L,QC_throw3R,QC_toss_note1,QC_toss_note2,QC_toss_note3,QC_cube1L,QC_cube1R,QC_cube2L,QC_cube2R,QC_cube3L,QC_cube3R,QC_cube4L,QC_cube4R,QC_cube5L,QC_cube5R,QC_cube6L,QC_cube6R,QC_cube7L,QC_cube7R,QC_cube8L,QC_cube8R,QC_cube9L,QC_cube9R,QC_cube10L,QC_cube10R,QC_cube_note1,QC_cube_note2,QC_cube_note3,QC_cube_note4,QC_cube_note5,QC_cube_note6,QC_cube_note7,QC_cube_note8,QC_cube_note9,QC_cube_note10,QC_cube_total,QC_freeL,QC_freeR,QC_pick_tablet,QC_pick_paper,QC_pick_marker,QC_pick_finger,QC_free_note,QC_grip_maxL,QC_grip_maxR,QC_grip_maxLR,QC_pinch_maxL,QC_pinch_maxR,QC_pinch_maxLR,QC_draw1_bothLR,QC_draw2_bothLR,QC_draw3_bothLR,QC_catch1_bothLR,QC_catch2_bothLR,QC_catch3_bothLR,QC_catch_bothLR,QC_throw1_bothLR,QC_throw2_bothLR,QC_throw3_bothLR,QC_throw_bothLR,QC_cube1_bothLR,QC_cube2_bothLR,QC_cube3_bothLR,QC_cube4_bothLR,QC_cube5_bothLR,QC_cube6_bothLR,QC_cube7_bothLR,QC_cube8_bothLR,QC_cube9_bothLR,QC_cube10_bothLR,QC_cube_bothLR,QC_draw1_sumL,QC_draw1_sumR,QC_draw1_sumLR,QC_draw1_sumLRB,QC_draw1_propR,QC_draw2_sumR,QC_draw2_sumLR,QC_draw2_sumLRB,QC_draw2_propR,QC_draw2_sumL,QC_draw3_sumL,QC_draw3_sumR,QC_draw3_sumLR,QC_draw3_sumLRB,QC_draw3_propR,QC_catch_sumL,QC_catch_sumR,QC_catch_sumLR,QC_catch_sumLRB,QC_catch_propR,QC_throw_sumL,QC_throw_sumR,QC_throw_sumLR,QC_throw_sumLRB,QC_throw_propR,QC_cube_sumL,QC_cube_sumR,QC_cube_sumLR,QC_cube_sumLRB,QC_cube_propR,QC_free_sumLR,QC_free_bothLR,QC_free_propR,QC_free_sumLRB,QC_handed,QC_handed.n,QC_handed.d,f_c,f_cr,f_nc,f_nt,f_s,f_tri,p_c,p_cr,p_nc,p_nt,p_s,p_tri,s_c,s_cr,s_nc,s_nt,s_s,s_tri,pcf,pcf_f,pcf_n,avg.pcf,avg.pcf_f,avg.pcf_n,pcp,pcp_f,pcp_n,avg.pcp,avg.pcp_f,avg.pcp_n,pcs,pcs_f,pcs_n,avg.pcs,avg.pcs_f,avg.pcs_n,DP_f_head,DP_f_ears,DP_f_eyes,DP_f_nose,DP_f_mouth,DP_f_body,DP_f_arms,DP_f_hands,DP_f_legs,DP_f_feet,DP_f_clothes,DP_f_hair,DP_f_note,DP_f_total,DP_p_head,DP_p_ears,DP_p_eyes,DP_p_nose,DP_p_mouth,DP_p_body,DP_p_arms,DP_p_hands,DP_p_legs,DP_p_feet,DP_p_clothes,DP_p_hair,DP_p_note,DP_p_total,DP_s_head,DP_s_ears,DP_s_eyes,DP_s_nose,DP_s_mouth,DP_s_body,DP_s_arms,DP_s_hands,DP_s_legs,DP_s_feet,DP_s_clothes,DP_s_hair,DP_s_note,DP_s_total,PS_p_age,PS_p_edu,PS_p_merital,PS_p_house,PS_p_ses,PS_c1_age,PS_c2_age,PS_c3_age,PS_c4_age,PS_c5_age,PS_c_dob_mm,PS_c_dob_yy,PS_ethnicity,PS_eth_asian,PS_eth_black,PS_eth_cauc,PS_eth_hisp,PS_eth_native,PS_eth_other,PS_yesterday,PS_ymin_video,PS_ymin_computer,PS_ymin_internet,PS_ymin_videochat,PS_ymin_cellphone,PS_ymin_xbox,PS_ymin_nintendo,PS_ymin_kindle,PS_ymin_touchscreen,PS_ymin_usual,PS_outside_care,PS_num_tv,PS_num_desktop,PS_num_laptop,PS_num_xbox,PS_num_nintendo,PS_min_tablet,PS_min_smartphone,PS_min_othertouch,PS_allow_touch,PS_mos_firstuse,PS_freq_ipod,PS_freq_ipad,PS_freq_iphone,PS_freq_leappad,PS_freq_nook,PS_freq_other,PS_ymin_ipod,PS_ymin_ipad,PS_ymin_iphone,PS_ymin_leappad,PS_ymin_nook,PS_ymin_other,PS_drawapp_use,PS_drawapp_familiar,PS_colorapp_use,PS_colorapp_familiar,PS_writeapp_use,PS_writeapp_familiar,PS_freq_marker_paper,PS_freq_crayon_paper,PS_freq_pens_paper,PS_freq_pencil_paper,PS_freq_finger_ipad,PS_freq_stylus_ipad,PS_freq_chalk_pavement,PS_freq_otherd,PS_enjoy_traditional,PS_enjoy_electronic,PS_min_traditional,PS_min_electornic,PS_comment,asq_total,asq_communication,asq_grossmotor,asq_finemotor,asq_problemsolving,asq_personalsocial,,
DAM022,0,SFP,CAB,LehmanLab,4.25,2,1,0,1,SPF,7,4,1,5,2,1,1,1,,,1,0,0,3,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,,,,,,did not finish,did not finish,did not finish,1,0,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,did this after using finger,,,,,,,,0,0,1,2,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,used thumb,used thumb,used thumb,used thumb-seemed bored and wnted to scribble and not copy the shapes,used several different fingers,used thumb and knuckle of thumb,used thumb and knuckle of thumb,,folded face up(more of a roll),folded/rolled face up,crinkled whole paper,8,6,4,6,NA,NA,used two hands for trial one (left) and trial 2 (right),2,2,2,2,2,2,,0,1,NA,NA,NA,NA,1,0,0,1,1,0,,did not try to catch,used head to hit ball and used left hand to put ball on head and try to throw with head,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,,,,,NA,,,,,,9,0,1,1,0,0,1,used thumb,8,6,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,7,7,7,1,0,0,7,7,7,1,0,1,1,1,1,2,1,3,3,0.333,0,9,9,9,1,1,0,1,1,1,32,32,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.333333333,0.5,0,1.5,1.5,NA,0.333333333,0.5,0,1,1,NA,0.166666667,0.25,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nothing drawn,NA,38,20,2,3,7,4,4,4,NA,NA,4,7,cauc,NA,NA,1,NA,NA,NA,Mon,60,0,0,0,0,0,0,0,10,1,2,2,1,2,1,0,3,2,0,1,36,1,3,4,3,1,1,0,0,10,0,0,0,1,2,1,2,2,1,3,3,2,2,2,2,3,1,9,5,5,15,,240,55,45,35,60,45,,
DAM023,0,PFS,ABC,LehmanLab,4.29,2,0,0,1,PFS,7,4,1,5,1,1,4,1,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,holds it with four fingers wrapped around and thumb on bottom of marker,,,,,,kept asking how to make the shapes,,0,0,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,kept drawing bigger circles around the smaller ones,,scribbles,,scribbles,did a bunch of dots,drew it upside down for paul to see,1,0,0,3,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,keeps asking about the stylist and how it works,scribbles,keeps stabbing tablet,,,"drew a ""fish tank""",started drawing before shape was down,,"against table face up, then picked it up and folded it the other way","rolled it up to the line, against table face up",just rolled it all the way up,,6,6,6,6,6,6,kept looking at the gage while he was squeezing,2.5,2.5,2.5,2.5,2.5,3,,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,didn't catch,"""","""",0,1,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,pancaked the tower with both hands to straighten it,,,NA,,,,,,4,0,1,1,0,1,1,did both finger and marker at same time,6,6,6,2.5,3,3,0,0,0,0,0,0,NA,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,NA,NA,NA,NA,NA,1,1,2,5,0.5,3,1,4,4,0.25,1,0,1,1,0.9,28,31,0,2,0,0,1,0,2,2,0,1,1,0,2,0,0,1,1,0,0.333333333,0.5,0,1.5,1.5,NA,0.666666667,0.75,0.5,1.5,1.666666667,1,0.5,0.5,0.5,1.333333333,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,38,20,2,3,7,4,4,4,NA,NA,4,7,cauc,NA,NA,1,NA,NA,NA,Mon,60,0,0,0,0,0,0,0,0,1,2,2,1,2,1,0,3,2,0,1,36,1,3,1,3,1,1,0,0,0,0,0,0,1,2,1,2,2,1,3,3,2,2,2,2,3,1,9,5,5,15,,260,60,55,35,60,50,,
DAM024,0,FSP,ABC,LehmanLab,4.29,2,0,0,1,FSP,7,4,1,5,1,1,5,1,,,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,kept trying to turn it sideways,drew two circles,,did the V part upside down,scribbles,did dots and kept hitting the tablet,,scribbles,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,"scribbles, seemed like he was done drawing shapes",scribbles,0,1,0,3,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,"grabbed with left, drew with right hand",just stabbed the paper,"""",drew square then scribbled on it,started shape then scribbled,,scribbled to be done,face down against table,"face up against table, folded on line then rolled it up","folded up to line, face up against the table",,6,8,6,5,NA,NA,didn't want to do it anymore so only got 2 trials,2.5,2.5,1.5,0,NA,NA,Didn't want to continue,0,0,NA,NA,NA,NA,0,0,0,1,1,0,,didn't catch,"""",0,1,1,0,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,,,,,,5,0,1,1,0,1,1,picked marker but also used finger,6,8,8,2.5,2.5,2.5,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,0,0,0,1,NA,1,1,2,3,0.5,2,3,5,5,0.6,1,0,1,1,0.94,29,31,1,0,0,1,1,0,1,1,0,0,0,0,1,2,3,0,1,0,0.5,0.5,0.5,1,1,1,0.333333333,0.5,0,1,1,NA,0.666666667,0.75,0.5,1.75,1.333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,38,20,2,3,7,4,4,4,NA,NA,4,7,cauc,NA,NA,1,NA,NA,NA,Mon,60,0,0,0,0,0,0,0,0,1,2,2,1,2,1,0,3,2,0,1,36,1,3,4,3,1,1,0,0,0,0,0,0,1,2,1,2,2,1,3,3,2,2,2,2,3,1,9,5,5,15,,260,60,55,35,60,50,,
DAM025,0,PFS,ABC,MP,4.23,2,1,0,1,PFS,7,5,1,5,2,8,4,1,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,"turned the paper because mother is very tall, did head then legs and then filled in the body",0,0,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,much faster with the finger,,,,,,triangle better with finger,,1,0,0,3,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,,,best novel cross,,,,,,,folded corner instead of along line,folded another corner,5,4,3,4,4,4,,2,3,2,2.5,2,2,held the dynamiter strangely with her right hand,0,0,0,0,0,0,0,1,0,1,0,1,,,,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,NA,,,,,,10,0,1,1,0,0,1,,5,4,5,2,3,3,0,0,0,1,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,0,0,0,3,NA,0,3,3,3,1,0,8,8,10,1,1,0,1,1,0.87,33,38,4,2,2,1,3,1,2,2,1,1,2,1,2,3,2,1,2,1,1,1,1,2.166666667,2.5,1.5,1,1,1,1.5,1.75,1,1,1,1,1.833333333,2,1.5,1,0,1,1,1,1,1,0,1,0,0,0,,7,1,0,1,1,1,1,1,1,1,0,0,1,,9,1,0,1,0,0,1,1,0,1,0,0,1,,5,44,23,2,3,NA,7,4,,NA,NA,5,7,cauc,NA,NA,1,NA,NA,NA,Sun,4,0,0,0,0,0,0,0,0,2,2,1,1,2,1,1,2,2,3,1,18,1,3,4,1,1,1,0,0,0,0,0,0,1,3,1,3,1,2,4,4,2,2,3,1,1,3,9,7,15,10,,170,55,60,55,NA,NA,,
DAM026,0,FSP,ACB,MP,5.32,3,0,0,1,FSP,7,4,1,6,1,8,5,1,,,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,said it looks like bricks,drew grannie,0,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,"said cross was a sideways ""x""",grandpa,0,1,0,2,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,smaller than on tablet,,"drew base first, different from tablet",,,,"friend, said he looks like himself","asked which way to fold it, folded against table face up",against table face up,"against table face up, creased it",,7,7,10,9,8,10,,3.5,2,2.5,1.5,3,2.5,,0,0,0,0,0,0,0,1,0,1,0,1,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,uses left hand to straighten tower,,,NA,,,,,,10,0,1,1,0,1,0,"drew a skyscraper, asked what the participant before him drew",10,10,10,3.5,2.5,3.5,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,0,0,0,3,NA,0,3,3,3,1,0,10,10,10,1,1,0,1,1,0.92,35,38,4,3,4,3,3,3,2,3,4,3,3,2,2,3,3,3,3,3,1,1,1,3.333333333,3.25,3.5,1,1,1,2.833333333,2.5,3.5,1,1,1,2.833333333,2.75,3,1,0,1,0,0,1,1,0,1,0,1,1,,7,1,0,1,0,0,1,1,0,1,0,0,0,,5,1,0,1,0,0,1,1,0,1,0,0,1,,6,40,18,2,3,7,5,,,NA,NA,4,6,cauc,NA,NA,1,NA,NA,NA,Fri,80,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,2,2,0,1,18,NA,5,3,NA,NA,NA,0,80,0,0,0,0,1,2,1,2,2,1,4,3,2,2,3,1,2,NA,8,7,20,15,,NA,NA,NA,NA,NA,NA,,
DAM027,0,SPF,ACB,MP,3.78,2,0,0,1,SPF,7,10,1,5,1,8,1,1,,,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,"grabbed marker with left, drew with right",,,drew v part upside down,,,drew it vertical,"tadpole person, not sure what is coming off the legs",1,0,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,drew the shape and then squiggles,got the v the right way this time,in 3 lines,tadpole person,0,0,1,2,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,bunch of scribbles,,in 4 lines,did the v the right way,"does shape then scribbles, said something about drawing a forest",,said it is hiding in a forest too,his friend going to a movie theater,"traced all the lines with his finger, then folded against table face up","against table face up, up to line not on it","against table face up, folded corner up to middle line",,6,4,4,4,4,6,,2,2,1.5,1.5,2,1.5,,0,1,0,1,0,1,0,1,0,1,0,1,held right hand out to catch but didn't,"""","""",1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,,,,,NA,,,,,,10,0,0,1,0,1,0,started with left and switched to right hand,6,6,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,0,3,3,3,1,0,3,3,3,1,3,7,10,10,0.7,0,1,NA,1,0.97,37,38,2,2,1,1,0,0,2,2,1,1,0,0,2,1,1,1,0,0,0.666666667,0.5,1,1.5,2,1,0.666666667,0.5,1,1.5,2,1,0.666666667,0.5,1,1.25,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,1,0,0,0,0,0,1,0,1,1,0,0,,4,1,0,0,1,0,0,0,0,1,1,0,0,,5,38,18,2,3,7,3,,,NA,NA,10,7,cauc,NA,NA,1,NA,NA,NA,Thu,25,0,0,40,0,0,0,0,0,2,2,2,0,2,0,0,1,2,0,1,24,NA,NA,3,NA,NA,2,0,0,0,0,0,0,1,2,1,2,2,1,3,3,1,1,3,1,2,NA,9,10,20,30,,225,55,40,25,60,45,,
DAM028,0,SPF,BAC,MP,3.47,1,1,0,1,SPF,7,2,1,4,2,8,1,1,,,1,0,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,had to change grip to prevent screen from freezing,,,,,,,,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,0,1,3,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,turned the tablet upside down after drawing head close to the bottom of the screen,,,,,5,6,4,6,5,7,,2,2,2,1.5,1.5,2,,0,0,0,0,0,0,0,1,0,1,0,1,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,,,,,NA,,,,,,7,0,1,0,1,NA,NA,,5,7,7,2,2,2,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,0,0,0,3,NA,0,3,3,3,1,0,7,7,7,1,1,0,1,1,0.91,32,35,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,0,1,1,1,1.5,1.5,1.5,1,1,1,1.333333333,1.25,1.5,0.833333333,0.75,1,1.4,1.333333333,1.5,1,0,1,0,0,1,0,0,1,1,0,1,,6,1,0,1,0,0,1,0,0,1,1,0,1,"scribble on face not coded, but could be nose and/or mouth",6,1,0,1,0,0,1,0,0,1,1,0,0,,5,3,24,2,1,8,3,,,NA,NA,2,8,cauc,NA,NA,1,NA,NA,NA,Thu,60,0,0,0,0,0,0,0,0,1,2,2,0,3,1,0,3,2,0,1,18,1,3,1,1,1,1,0,0,0,0,0,0,1,3,1,3,1,3,4,4,3,2,2,1,2,1,8,6,15,8,,280,60,50,50,60,60,,
DAM029,0,PFS,BCA,PSL,5.7,3,0,0,1,PFS,8,11,1,7,1,1,4,1,Carson,Graham Lowe,0,1,0,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,0,0,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,,,,,,,,switched hands in middle,1,0,0,1,1,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,10,10,10,10,8,7,,3,3,2,3,3,2.5,,0,0,0,0,0,0,1,0,0,1,0,1,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,NA,,,,,,10,1,0,1,0,1,0,,10,10,10,3,3,3,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,6,6,7,1,0,7,0,7,7,0,0,0,0,3,NA,1,2,3,3,0.667,0,10,10,10,1,1,0,0,1,0.89,34,38,2,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,2,2,1,1,1,2.5,2.25,3,1,1,1,3.166666667,3.25,3,1,1,1,2.666666667,2.5,3,1,1,1,0,1,1,1,0,1,0,0,0,,7,1,1,1,0,1,1,1,0,1,0,0,0,,7,1,1,1,0,1,1,1,0,1,0,0,0,,7,35,22,2,3,6,5,2,,NA,NA,11,5,hisp,NA,NA,NA,1,NA,NA,Fri ,30,0,0,0,0,0,0,15,15,1,2,1,0,2,0,0,2,1,0,1,36,NA,4,4,NA,NA,NA,0,30,0,0,0,0,1,3,1,3,2,1,4,3,3,3,3,1,2,NA,10,7,40,20,,290,55,55,60,60,60,,
DAM030,0,SPF,BAC,PSL,5.3,3,1,0,1,SPF,8,4,1,6,2,1,1,1,,,1,0,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,the tablet made a line that messed up the shape,,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,now drawing while standing,drew all the shapes really fast,,,,,,,0,0,1,3,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,in the air and on the table,folded 2 corners,,5,5,6,8,5,7,,2.5,2.5,2.5,2,2,1.5,,0,0,0,0,0,0,0,1,0,1,0,1,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,NA,,,,,,10,0,1,1,0,1,0,,6,8,8,2.5,2.5,2.5,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,0,0,0,3,NA,0,3,3,3,1,0,10,10,10,1,1,0,1,1,0.92,35,38,2,3,3,2,2,1,2,2,2,2,1,2,2,3,3,2,2,1,1,1,1,2.166666667,2,2.5,1,1,1,1.833333333,1.75,2,1,1,1,2.166666667,2,2.5,1,0,1,0,1,1,1,1,0,0,0,1,"Scribbled line on the bottom not coded, but could be feet",7,1,0,1,0,1,1,1,1,1,0,0,1,,8,1,0,1,0,1,1,1,1,0,0,0,0,"scribble at bottom not coded, but could be feet",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
DAM031,0,SPF,BCA,Museum,5.04,3,1,0,1,SPF,8,7,1,6,2,7,1,1,,,1,0,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,1,0,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,0,1,1,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,folded line,folded to middle line,6,8,5,4,4,6,,2.5,3,2.5,1,3,2.5,,0,0,0,0,0,0,0,0,0,0,1,1,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,NA,,,,,,10,NA,NA,1,0,1,0,,6,8,8,3,3,3,0,0,0,1,1,1,3,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,0,0,0,3,NA,1,1,2,5,0.5,10,0,10,10,0,NA,NA,NA,NA,0.85,33,39,3,2,3,2,2,1,3,2,3,2,3,1,2,2,3,2,2,1,1,1,1,2.166666667,2,2.5,1,1,1,2.333333333,2.25,2.5,1,1,1,2,1.75,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,0,1,0,0,0,,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,18,2,2,7,5,2,,5,NA,7,6,cauc,NA,NA,1,NA,NA,NA,Thu,0,0,0,0,0,0,0,0,0,3,2,3,0,1,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,
DAM032,0,PSF,CAB,Museum,2.67,1,0,0,1,PFS,8,12,1,4,1,7,4,1,Jack,Daddy,0,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,1,0,0,1,0,1,0,1,NA,1,0,1,0,1,1,0,1,0,1,0,,,,,,,,,,ripped paper in half,,,1,1,1,1,NA,NA,only did 2 trials / ,1.5,1.5,1.5,2,1.5,1.5,,0,1,0,1,0,0,0,1,0,0,0,0,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,,,,,NA,,,,,,8,0,1,1,0,1,0,,1,1,1,1.5,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,7,7,7,1,0,3,4,7,7,0.571,0,2,2,3,1,0,1,1,2,1,8,0,8,8,0,1,0,1,1,0.94,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Scribble,0,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,0,0,0,0,0,0,0,0,0,0,0,0,Scribble,0,2,18,2,1,8,2,,,NA,NA,12,8,cauc,NA,NA,1,NA,NA,NA,Thu,120,10,0,0,0,0,0,0,10,2,2,2,1,0,0,0,2,2,1,1,9,1,4,5,1,1,1,0,0,10,0,0,0,2,1,2,1,2,1,3,3,3,3,1,1,2,2,3,NA,5,NA,,NA,NA,NA,NA,NA,NA,,
